datetime,open,high,low,close,volume
2022-07-01 02:00:00,0.3324,0.33559,0.30929,0.31234,117801854.94564836
2022-07-02 02:00:00,0.31352,0.31739,0.30891,0.31506,21942533.34413727
2022-07-03 02:00:00,0.31533,0.32517,0.3083,0.32104,23512494.59762085
2022-07-04 02:00:00,0.32112,0.32929,0.31392,0.32793,61957133.70562111
2022-07-05 02:00:00,0.32808,0.33043,0.31182,0.32493,72435567.93336356
2022-07-06 02:00:00,0.32546,0.33354,0.31839,0.332,79850756.48681013
2022-07-07 02:00:00,0.33205,0.34504,0.32585,0.3418,68061079.57093492
2022-07-08 02:00:00,0.34215,0.35853,0.33462,0.33927,104874226.7421192
2022-07-09 02:00:00,0.33989,0.34738,0.3391,0.34509,13109030.82821059
2022-07-10 02:00:00,0.34458,0.34458,0.31915,0.32484,22489695.41693213
2022-07-11 02:00:00,0.32518,0.32861,0.31054,0.315,63280443.50671183
2022-07-12 02:00:00,0.3145,0.31757,0.30725,0.31118,59232843.71907129
2022-07-13 02:00:00,0.31012,0.32553,0.302,0.32353,64414086.68927615
2022-07-14 02:00:00,0.32358,0.3336,0.31193,0.33349,59155041.58977914
2022-07-15 02:00:00,0.3334,0.34846,0.3266,0.33386,93657491.37696731
2022-07-16 02:00:00,0.33412,0.3561,0.33115,0.35041,22064999.2990607
2022-07-17 02:00:00,0.35089,0.36104,0.3408,0.34282,17085488.49194388
2022-07-18 02:00:00,0.3433,0.36965,0.34282,0.36553,58881287.78976886
2022-07-19 02:00:00,0.36552,0.37654,0.3513,0.3733,56490102.97535137
2022-07-20 02:00:00,0.37266,0.38158,0.35743,0.36331,48562525.3106208
2022-07-21 02:00:00,0.36175,0.3684,0.34811,0.36661,44822558.65171866
2022-07-22 02:00:00,0.36602,0.37128,0.35404,0.35836,55336501.17504002
2022-07-23 02:00:00,0.35786,0.36249,0.34983,0.35946,5529495.48219813
2022-07-24 02:00:00,0.3595,0.36664,0.35602,0.35894,8304124.03517667
2022-07-25 02:00:00,0.35874,0.35979,0.33504,0.33625,55788524.3428791
2022-07-26 02:00:00,0.33553,0.33804,0.32535,0.33804,51519050.9116055
2022-07-27 02:00:00,0.3374,0.35965,0.33029,0.35929,48031328.64044796
2022-07-28 02:00:00,0.35977,0.37904,0.34891,0.37395,49429958.56300608
2022-07-29 02:00:00,0.37399,0.37985,0.3592,0.36796,90780559.11493143
2022-07-30 02:00:00,0.36857,0.40985,0.36354,0.3877,19371444.0827346
2022-07-31 02:00:00,0.3882,0.39885,0.37826,0.37952,12935028.95519049
