datetime,open,high,low,close,volume
2023-10-01 02:00:00,0.51462,0.52554,0.51376,0.52414,6993522.06117287
2023-10-02 02:00:00,0.52421,0.52656,0.50746,0.51287,13831902.61369737
2023-10-03 02:00:00,0.512,0.548,0.5056,0.53937,13550670.3977347
2023-10-04 02:00:00,0.5389,0.542,0.52008,0.53279,20174342.03003317
2023-10-05 02:00:00,0.53259,0.53259,0.516,0.52299,16050069.86132473
2023-10-06 02:00:00,0.52299,0.5294,0.517,0.52604,14145799.10454683
2023-10-07 02:00:00,0.52582,0.52582,0.52023,0.52193,3914362.65287892
2023-10-08 02:00:00,0.52149,0.52363,0.51599,0.51787,3806874.1656887
2023-10-09 02:00:00,0.51769,0.52014,0.45875,0.50286,18770079.89264801
2023-10-10 02:00:00,0.50242,0.5026,0.49177,0.497,7124542.91683062
2023-10-11 02:00:00,0.49645,0.49769,0.4785,0.489,10752863.76410606
2023-10-12 02:00:00,0.48882,0.48882,0.47318,0.48294,13063402.40445515
2023-10-13 02:00:00,0.48279,0.49026,0.4783,0.48521,13826157.5167004
2023-10-14 02:00:00,0.48433,0.48842,0.48329,0.48678,2979165.88557196
2023-10-15 02:00:00,0.48656,0.49015,0.48516,0.48754,5136338.37549029
2023-10-16 02:00:00,0.4871,0.51064,0.48498,0.49732,9756888.54624357
2023-10-17 02:00:00,0.498,0.49803,0.48475,0.49126,10368305.99780553
2023-10-18 02:00:00,0.49104,0.4925,0.486,0.48788,9785621.1518658
2023-10-19 02:00:00,0.48773,0.52441,0.47761,0.51984,21770184.61995316
2023-10-20 02:00:00,0.51984,0.53082,0.50867,0.51516,20656276.03107492
2023-10-21 02:00:00,0.51466,0.532,0.5112,0.52094,5926093.59272948
2023-10-22 02:00:00,0.5208,0.52424,0.512,0.52297,7206883.17687534
2023-10-23 02:00:00,0.5223,0.55419,0.52048,0.54724,18811891.26419874
2023-10-24 02:00:00,0.54794,0.586,0.536,0.55903,31322668.01895074
2023-10-25 02:00:00,0.5585,0.56401,0.54054,0.5555,15123124.06162785
2023-10-26 02:00:00,0.55503,0.56915,0.543,0.55364,18927580.00999025
2023-10-27 02:00:00,0.55337,0.55881,0.53382,0.54315,19023666.02844177
2023-10-28 02:00:00,0.54312,0.55,0.54064,0.54503,5107913.45894613
2023-10-29 02:00:00,0.54405,0.56132,0.54064,0.55586,6056268.98440782
2023-10-30 01:00:00,0.55651,0.58428,0.54957,0.579,18579499.59841543
2023-10-31 01:00:00,0.57834,0.6212,0.56345,0.60004,21525058.92675707
