datetime,open,high,low,close,volume
2023-11-01 01:00:00,0.59882,0.616,0.58058,0.60917,17438325.86385858
2023-11-02 01:00:00,0.60893,0.62634,0.58704,0.60605,18607479.8779866
2023-11-03 01:00:00,0.60524,0.61535,0.5917,0.61255,16707578.02489574
2023-11-04 01:00:00,0.6119,0.61799,0.60896,0.61584,11421316.41233762
2023-11-05 01:00:00,0.61555,0.6633,0.61438,0.66128,20795720.83263909
2023-11-06 01:00:00,0.66131,0.7329,0.65922,0.71526,41493481.71048773
2023-11-07 01:00:00,0.71511,0.71511,0.65151,0.6857,28456659.30638192
2023-11-08 01:00:00,0.68498,0.69904,0.67256,0.68818,17703425.086195
2023-11-09 01:00:00,0.68664,0.70672,0.62834,0.6666,28602631.64671783
2023-11-10 01:00:00,0.666,0.67085,0.63672,0.66017,18017517.66591604
2023-11-11 01:00:00,0.65921,0.68718,0.6405,0.66251,14187480.93793538
2023-11-12 01:00:00,0.66286,0.67082,0.64629,0.66155,9197950.90794053
2023-11-13 01:00:00,0.66141,0.74876,0.64,0.67041,20645989.48914174
2023-11-14 01:00:00,0.67088,0.67205,0.595,0.62953,19155022.92732295
2023-11-15 01:00:00,0.62976,0.65033,0.62523,0.64929,16449191.42808564
2023-11-16 01:00:00,0.64742,0.65278,0.6039,0.61203,20831116.09260408
2023-11-17 01:00:00,0.61136,0.62427,0.586,0.61395,20345878.73147966
2023-11-18 01:00:00,0.61318,0.6147,0.58977,0.61089,7564745.67159075
2023-11-19 01:00:00,0.60915,0.62878,0.60163,0.62618,9972453.75278727
2023-11-20 01:00:00,0.62652,0.62827,0.607,0.61252,15473024.61540089
2023-11-21 01:00:00,0.61235,0.61799,0.574,0.57951,22882049.85380088
2023-11-22 01:00:00,0.57835,0.616,0.578,0.61173,13446977.16526131
2023-11-23 01:00:00,0.61127,0.62398,0.60624,0.62044,14723149.90955574
2023-11-24 01:00:00,0.62098,0.62546,0.61584,0.62205,12348033.14585902
2023-11-25 01:00:00,0.61948,0.62374,0.6161,0.62374,6689167.25765619
2023-11-26 01:00:00,0.62314,0.6375,0.60772,0.616,8818125.60652076
2023-11-27 01:00:00,0.61612,0.61684,0.594,0.60391,11762370.80958155
2023-11-28 01:00:00,0.60364,0.61409,0.59594,0.61082,9278866.59684801
2023-11-29 01:00:00,0.61078,0.617,0.6041,0.60937,11069966.83276935
2023-11-30 01:00:00,0.60906,0.60993,0.5981,0.60634,17534798.57163474
