datetime,open,high,low,close,volume
2025-12-01 01:00:00,2.15483,2.16104,1.98309,2.02978,37015548.75611103
2025-12-02 01:00:00,2.02936,2.18368,1.99503,2.15367,24994083.22062151
2025-12-03 01:00:00,2.15364,2.21947,2.14205,2.19819,21916220.83646414
2025-12-04 01:00:00,2.19895,2.21438,2.06988,2.09639,16425708.2291049
2025-12-05 01:00:00,2.09639,2.1134,2.01242,2.03469,18394677.50717866
2025-12-06 01:00:00,2.03481,2.05093,2.01576,2.03118,7821885.36642742
2025-12-07 01:00:00,2.03118,2.11114,1.99,2.04431,19149303.7159607
2025-12-08 01:00:00,2.0434,2.12404,2.03222,2.07245,18277732.35033481
2025-12-09 01:00:00,2.07221,2.17751,2.0421,2.10711,18848276.58850524
2025-12-10 01:00:00,2.10618,2.11071,2.03326,2.04258,16241162.38379672
2025-12-11 01:00:00,2.04222,2.05715,1.97,2.03412,22394508.62177984
2025-12-12 01:00:00,2.03413,2.04798,1.96985,2.00732,17055382.8959911
2025-12-13 01:00:00,2.00767,2.04888,2.00695,2.02318,6955941.41664854
2025-12-14 01:00:00,2.02317,2.03067,1.95,1.97872,9622225.97841793
2025-12-15 01:00:00,1.97853,2.01407,1.86932,1.8976,20212312.341133
2025-12-16 01:00:00,1.89773,1.94774,1.8526,1.9291,21934934.77104525
2025-12-17 01:00:00,1.9285,1.98684,1.84667,1.86177,25522574.74757923
2025-12-18 01:00:00,1.86196,1.93332,1.8,1.8064,26541392.24895014
2025-12-19 01:00:00,1.80663,1.91981,1.77064,1.90818,23802303.14181941
2025-12-20 01:00:00,1.9082,1.95749,1.8931,1.93267,7562775.47396898
2025-12-21 01:00:00,1.93259,1.94912,1.89447,1.92108,8139651.61781254
2025-12-22 01:00:00,1.92209,1.94796,1.89053,1.90191,13502925.30443349
2025-12-23 01:00:00,1.90214,1.90863,1.86247,1.87183,10476713.45093967
2025-12-24 01:00:00,1.87226,1.87702,1.83571,1.86137,10308453.96508028
2025-12-25 01:00:00,1.86063,1.88719,1.82769,1.83138,7292168.26430447
2025-12-26 01:00:00,1.83118,1.88182,1.82289,1.84204,11856257.12856023
2025-12-27 01:00:00,1.84204,1.87708,1.83971,1.87195,5221530.47372234
2025-12-28 01:00:00,1.8721,1.87777,1.84607,1.86357,3809283.97527877
2025-12-29 01:00:00,1.86408,1.91572,1.84264,1.84891,12900896.57820338
2025-12-30 01:00:00,1.84845,1.88439,1.84176,1.87528,9466253.64206158
2025-12-31 01:00:00,1.87422,1.882,1.80919,1.8393,16350779.76747898
