datetime,symbol,open,high,low,close,volume
2023-09-01 02:00:00,BITSTAMP:XRPUSD,0.51073,0.51155,0.486,0.49815,12423048.36328472
2023-09-02 02:00:00,BITSTAMP:XRPUSD,0.49733,0.5024,0.49443,0.49891,3423580.6414243
2023-09-03 02:00:00,BITSTAMP:XRPUSD,0.49863,0.51031,0.49725,0.50468,4380399.40779261
2023-09-04 02:00:00,BITSTAMP:XRPUSD,0.50463,0.51258,0.49675,0.50844,7962284.02674782
2023-09-05 02:00:00,BITSTAMP:XRPUSD,0.50844,0.50844,0.49866,0.50522,5280735.77152359
2023-09-06 02:00:00,BITSTAMP:XRPUSD,0.50516,0.50527,0.491,0.50301,7250544.69743521
2023-09-07 02:00:00,BITSTAMP:XRPUSD,0.50261,0.50633,0.49589,0.50511,11575524.27369676
2023-09-08 02:00:00,BITSTAMP:XRPUSD,0.50488,0.5072,0.49446,0.50483,8774119.79066509
2023-09-09 02:00:00,BITSTAMP:XRPUSD,0.50443,0.5046,0.5015,0.50372,2213947.52579123
2023-09-10 02:00:00,BITSTAMP:XRPUSD,0.5036,0.5036,0.493,0.497,6551547.43796243
2023-09-11 02:00:00,BITSTAMP:XRPUSD,0.49677,0.49792,0.459,0.47439,18814834.47433976
2023-09-12 02:00:00,BITSTAMP:XRPUSD,0.47414,0.48606,0.4698,0.4804,9098371.37719921
2023-09-13 02:00:00,BITSTAMP:XRPUSD,0.48016,0.48939,0.472,0.48328,8910436.91573349
2023-09-14 02:00:00,BITSTAMP:XRPUSD,0.4832,0.49364,0.48,0.48845,19338081.18571852
2023-09-15 02:00:00,BITSTAMP:XRPUSD,0.4892,0.5081,0.48774,0.50052,17400599.5200179
2023-09-16 02:00:00,BITSTAMP:XRPUSD,0.50056,0.50346,0.497,0.49961,3163872.201673
2023-09-17 02:00:00,BITSTAMP:XRPUSD,0.49958,0.50038,0.48996,0.49271,4989459.29835464
2023-09-18 02:00:00,BITSTAMP:XRPUSD,0.49242,0.50762,0.48729,0.5029,12549492.89877641
2023-09-19 02:00:00,BITSTAMP:XRPUSD,0.50277,0.51652,0.50071,0.51384,9232564.6774346
2023-09-20 02:00:00,BITSTAMP:XRPUSD,0.51414,0.52526,0.507,0.52126,17076112.95868902
2023-09-21 02:00:00,BITSTAMP:XRPUSD,0.52132,0.52147,0.50027,0.50677,10528504.98292002
2023-09-22 02:00:00,BITSTAMP:XRPUSD,0.50706,0.51678,0.50398,0.51203,9478946.77156355
2023-09-23 02:00:00,BITSTAMP:XRPUSD,0.51231,0.51351,0.5057,0.50767,4253534.30595465
2023-09-24 02:00:00,BITSTAMP:XRPUSD,0.50734,0.51143,0.49833,0.50226,5355020.50699621
2023-09-25 02:00:00,BITSTAMP:XRPUSD,0.50185,0.50685,0.49142,0.50535,11902787.20555918
2023-09-26 02:00:00,BITSTAMP:XRPUSD,0.50536,0.50724,0.496,0.50177,9870568.79021779
2023-09-27 02:00:00,BITSTAMP:XRPUSD,0.50105,0.50663,0.49666,0.4984,30316347.79916068
2023-09-28 02:00:00,BITSTAMP:XRPUSD,0.4984,0.50991,0.49466,0.50976,38335636.08492987
2023-09-29 02:00:00,BITSTAMP:XRPUSD,0.5096,0.54915,0.50605,0.52172,34912740.50755885
2023-09-30 02:00:00,BITSTAMP:XRPUSD,0.521,0.521,0.51197,0.51487,9674011.02937442
