datetime,open,high,low,close,volume
2025-09-01 02:00:00,2.77414,2.83952,2.69569,2.75708,16154301.46936961
2025-09-02 02:00:00,2.75891,2.8645,2.74881,2.86215,15724862.11678868
2025-09-03 02:00:00,2.86186,2.88716,2.8116,2.8451,9455955.3642239
2025-09-04 02:00:00,2.84509,2.86212,2.785,2.79454,17359185.09091551
2025-09-05 02:00:00,2.79443,2.885,2.77837,2.81456,12394638.38175626
2025-09-06 02:00:00,2.81447,2.829,2.79319,2.80988,4682576.51511056
2025-09-07 02:00:00,2.81007,2.92769,2.81007,2.87738,8735000.74687869
2025-09-08 02:00:00,2.87738,2.99574,2.86284,2.96947,14938497.63568213
2025-09-09 02:00:00,2.96946,3.03641,2.93394,2.94687,12624482.16844605
2025-09-10 02:00:00,2.94736,3.02446,2.93541,2.98366,10328610.913175
2025-09-11 02:00:00,2.98358,3.04999,2.949,3.04082,13055933.37405952
2025-09-12 02:00:00,3.04118,3.13978,3.01836,3.10688,16106660.9701372
2025-09-13 02:00:00,3.10799,3.18759,3.072,3.12107,14729818.60547095
2025-09-14 02:00:00,3.12012,3.12737,3.012,3.02898,8832449.67145124
2025-09-15 02:00:00,3.02897,3.06804,2.955,2.99793,15225827.27470843
2025-09-16 02:00:00,2.99759,3.05961,2.96501,3.03817,12838833.15535901
2025-09-17 02:00:00,3.03731,3.10879,2.98215,3.08477,24741293.44694394
2025-09-18 02:00:00,3.08597,3.14049,3.05643,3.0745,17293875.25965331
2025-09-19 02:00:00,3.07505,3.09495,2.9803,2.9913,14623226.87896296
2025-09-20 02:00:00,2.99129,3.01049,2.96771,2.97696,5203233.5579271
2025-09-21 02:00:00,2.97689,3.01521,2.95302,2.97332,7316127.79006945
2025-09-22 02:00:00,2.97106,2.97698,2.6944,2.85449,28357862.59073058
2025-09-23 02:00:00,2.85426,2.898,2.80242,2.82527,19106630.94524273
2025-09-24 02:00:00,2.82537,2.99648,2.78895,2.92635,14965343.05054519
2025-09-25 02:00:00,2.92682,2.94471,2.7253,2.74463,27665667.74292654
2025-09-26 02:00:00,2.74584,2.81098,2.69798,2.78478,25881549.37567557
2025-09-27 02:00:00,2.78378,2.83046,2.7632,2.80553,6741761.17953291
2025-09-28 02:00:00,2.80641,2.868,2.768,2.86784,7692409.89528983
2025-09-29 02:00:00,2.868,2.929,2.8466,2.88144,15959573.97266813
2025-09-30 02:00:00,2.881,2.90845,2.81436,2.84667,13162182.22810331
