datetime,open,high,low,close,volume
2024-02-01 01:00:00,0.50369,0.51037,0.48973,0.5058,16422436.89115701
2024-02-02 01:00:00,0.50577,0.51368,0.49866,0.51046,13998692.57044926
2024-02-03 01:00:00,0.51046,0.52662,0.50579,0.51861,11304573.9645842
2024-02-04 01:00:00,0.51866,0.51896,0.50029,0.5028,4880433.35243343
2024-02-05 01:00:00,0.50269,0.5135,0.49687,0.50612,12869603.27296637
2024-02-06 01:00:00,0.50609,0.51099,0.49796,0.50497,12327141.25953723
2024-02-07 01:00:00,0.50487,0.51545,0.49901,0.51354,12242563.0700924
2024-02-08 01:00:00,0.51401,0.51905,0.51012,0.51478,12902073.68133995
2024-02-09 01:00:00,0.5149,0.52844,0.51421,0.52611,10531606.52658057
2024-02-10 01:00:00,0.52647,0.52828,0.51906,0.52424,3242843.10090187
2024-02-11 01:00:00,0.52406,0.53614,0.52169,0.52627,5705057.29873868
2024-02-12 01:00:00,0.52636,0.538,0.51425,0.5317,12703141.40413901
2024-02-13 01:00:00,0.53181,0.53364,0.514,0.52487,8006473.66767434
2024-02-14 01:00:00,0.52493,0.5424,0.52081,0.53836,6429030.74034387
2024-02-15 01:00:00,0.53831,0.5776,0.53765,0.56287,10280113.80756451
2024-02-16 01:00:00,0.56284,0.57954,0.55263,0.56502,8920518.33797843
2024-02-17 01:00:00,0.56461,0.56564,0.54,0.54972,6666646.8001814
2024-02-18 01:00:00,0.54934,0.56168,0.54726,0.55711,5419467.81926805
2024-02-19 01:00:00,0.55722,0.56781,0.5542,0.56269,9268686.07262733
2024-02-20 01:00:00,0.56262,0.57502,0.54429,0.56309,13874938.43415282
2024-02-21 01:00:00,0.56218,0.56301,0.533,0.54902,8006564.33573296
2024-02-22 01:00:00,0.54893,0.55145,0.53668,0.5408,7820654.26131923
2024-02-23 01:00:00,0.54072,0.54337,0.52544,0.5341,6466219.45736988
2024-02-24 01:00:00,0.53396,0.54767,0.53143,0.54485,3644572.44188913
2024-02-25 01:00:00,0.54503,0.54865,0.54191,0.54228,3408710.4902038
2024-02-26 01:00:00,0.54242,0.553,0.52868,0.55124,6651145.45016819
2024-02-27 01:00:00,0.55121,0.5975,0.54815,0.58647,22647832.73461854
2024-02-28 01:00:00,0.58629,0.60649,0.526,0.5758,17547126.41285719
2024-02-29 01:00:00,0.57408,0.626,0.56811,0.58701,22805785.28985215
