datetime,symbol,open,high,low,close,volume
2023-12-01 01:00:00,BITSTAMP:XRPUSD,0.60606,0.61433,0.60341,0.61299,12504617.69379421
2023-12-02 01:00:00,BITSTAMP:XRPUSD,0.61258,0.62272,0.61126,0.6209,6310228.86921901
2023-12-03 01:00:00,BITSTAMP:XRPUSD,0.62083,0.6342,0.61759,0.62372,8248666.29942337
2023-12-04 01:00:00,BITSTAMP:XRPUSD,0.62328,0.64356,0.58543,0.6241,19411117.88371727
2023-12-05 01:00:00,BITSTAMP:XRPUSD,0.62419,0.63038,0.608,0.62111,15992864.74126054
2023-12-06 01:00:00,BITSTAMP:XRPUSD,0.62107,0.64337,0.6107,0.64038,18284203.01609066
2023-12-07 01:00:00,BITSTAMP:XRPUSD,0.63994,0.65433,0.62197,0.64344,19237497.39636458
2023-12-08 01:00:00,BITSTAMP:XRPUSD,0.64362,0.67557,0.638,0.67285,18345580.46440085
2023-12-09 01:00:00,BITSTAMP:XRPUSD,0.67177,0.7,0.65284,0.65845,26278553.10572885
2023-12-10 01:00:00,BITSTAMP:XRPUSD,0.65867,0.6713,0.64779,0.66147,11552692.86915599
2023-12-11 01:00:00,BITSTAMP:XRPUSD,0.66175,0.6625,0.5977,0.61853,20239769.69805456
2023-12-12 01:00:00,BITSTAMP:XRPUSD,0.6184,0.626,0.60644,0.61866,11857279.75232719
2023-12-13 01:00:00,BITSTAMP:XRPUSD,0.61879,0.63477,0.59343,0.62788,19921479.24531623
2023-12-14 01:00:00,BITSTAMP:XRPUSD,0.62831,0.63808,0.60497,0.63182,17903518.99337961
2023-12-15 01:00:00,BITSTAMP:XRPUSD,0.63199,0.644,0.6124,0.61501,13492128.43876937
2023-12-16 01:00:00,BITSTAMP:XRPUSD,0.6155,0.62512,0.61043,0.61991,5576931.06279121
2023-12-17 01:00:00,BITSTAMP:XRPUSD,0.62011,0.623,0.608,0.60977,6337856.00124879
2023-12-18 01:00:00,BITSTAMP:XRPUSD,0.60969,0.61434,0.578,0.61249,13524493.58921074
2023-12-19 01:00:00,BITSTAMP:XRPUSD,0.61173,0.61615,0.5969,0.60444,11418662.57670942
2023-12-20 01:00:00,BITSTAMP:XRPUSD,0.60397,0.62638,0.6007,0.61714,14617153.4892438
2023-12-21 01:00:00,BITSTAMP:XRPUSD,0.61685,0.625,0.61033,0.62425,21396749.25674509
2023-12-22 01:00:00,BITSTAMP:XRPUSD,0.62422,0.63149,0.6156,0.6251,12431659.76840481
2023-12-23 01:00:00,BITSTAMP:XRPUSD,0.62528,0.62528,0.61166,0.61993,6387408.92038746
2023-12-24 01:00:00,BITSTAMP:XRPUSD,0.6198,0.62962,0.60484,0.61253,6673666.68628109
2023-12-25 01:00:00,BITSTAMP:XRPUSD,0.61249,0.64842,0.6087,0.64624,9543202.8376497
2023-12-26 01:00:00,BITSTAMP:XRPUSD,0.64623,0.64646,0.59888,0.62232,17308279.46428068
2023-12-27 01:00:00,BITSTAMP:XRPUSD,0.62193,0.64249,0.61274,0.63474,19026017.75214822
2023-12-28 01:00:00,BITSTAMP:XRPUSD,0.63457,0.658,0.625,0.63509,22871593.15007029
2023-12-29 01:00:00,BITSTAMP:XRPUSD,0.63487,0.6366,0.61224,0.62312,14064371.11377851
2023-12-30 01:00:00,BITSTAMP:XRPUSD,0.62266,0.6295,0.616,0.62096,8194659.4789514
2023-12-31 01:00:00,BITSTAMP:XRPUSD,0.6206,0.62813,0.6056,0.61535,6914244.6091926
