datetime,open,high,low,close,volume
2023-04-01 02:00:00,0.5365,0.53723,0.498,0.50951,15700836.53490792
2023-04-02 02:00:00,0.50985,0.52902,0.502,0.51857,8981635.0308578
2023-04-03 02:00:00,0.51747,0.52513,0.4824,0.49644,28198064.49923491
2023-04-04 02:00:00,0.49622,0.50796,0.48745,0.50271,27726836.79558476
2023-04-05 02:00:00,0.5023,0.52698,0.49887,0.50607,25695980.29066748
2023-04-06 02:00:00,0.50563,0.50988,0.49165,0.50292,16085546.3187734
2023-04-07 02:00:00,0.50303,0.51501,0.49776,0.5133,10903642.20160063
2023-04-08 02:00:00,0.51278,0.51313,0.50276,0.50532,5391599.69811338
2023-04-09 02:00:00,0.50544,0.50951,0.499,0.50571,4013103.34629552
2023-04-10 02:00:00,0.50557,0.52047,0.50023,0.51794,15268561.30972553
2023-04-11 02:00:00,0.51782,0.52869,0.51162,0.51727,22489020.83938307
2023-04-12 02:00:00,0.51717,0.51834,0.49914,0.50507,18804778.78928422
2023-04-13 02:00:00,0.50516,0.51606,0.5019,0.51296,11045267.31748113
2023-04-14 02:00:00,0.51298,0.54711,0.51179,0.52311,22947533.44516648
2023-04-15 02:00:00,0.52231,0.52661,0.51732,0.52025,6099078.83197986
2023-04-16 02:00:00,0.52,0.52478,0.51616,0.52069,4983273.1904899
2023-04-17 02:00:00,0.52141,0.52141,0.50689,0.51111,12156630.7449801
2023-04-18 02:00:00,0.51127,0.53901,0.50943,0.53208,12780571.27732669
2023-04-19 02:00:00,0.53271,0.53751,0.47346,0.49193,40866772.0228981
2023-04-20 02:00:00,0.49156,0.4992,0.46535,0.47509,24643148.81304036
2023-04-21 02:00:00,0.47525,0.47903,0.44023,0.44911,27954886.22422328
2023-04-22 02:00:00,0.44929,0.47598,0.44554,0.4721,11809715.79963033
2023-04-23 02:00:00,0.47191,0.47212,0.45284,0.46479,8515086.31328738
2023-04-24 02:00:00,0.46476,0.48547,0.44746,0.46097,29283501.1052252
2023-04-25 02:00:00,0.4609,0.47204,0.45045,0.46972,21956844.35330057
2023-04-26 02:00:00,0.46923,0.48304,0.43333,0.46187,22240204.16765003
2023-04-27 02:00:00,0.46194,0.46987,0.4559,0.467,19518713.8601711
2023-04-28 02:00:00,0.46684,0.48304,0.46385,0.48005,18816922.32346551
2023-04-29 02:00:00,0.47961,0.48724,0.47142,0.47832,6260176.4527588
2023-04-30 02:00:00,0.47812,0.48187,0.46875,0.47046,4375084.3223273
