datetime,open,high,low,close,volume
2023-07-01 02:00:00,0.47114,0.47521,0.46461,0.47334,2153492.60049305
2023-07-02 02:00:00,0.47133,0.49589,0.46993,0.4842,8649394.97624461
2023-07-03 02:00:00,0.48472,0.4911,0.46887,0.4899,58235475.13616965
2023-07-04 02:00:00,0.48857,0.49342,0.4815,0.4869,23174589.3660637
2023-07-05 02:00:00,0.48724,0.49157,0.46921,0.47822,31652803.31125447
2023-07-06 02:00:00,0.47743,0.48412,0.461,0.46207,39617576.84530564
2023-07-07 02:00:00,0.46312,0.47061,0.45799,0.46881,40188018.80927659
2023-07-08 02:00:00,0.46848,0.47477,0.46569,0.47035,2205795.74977866
2023-07-09 02:00:00,0.47012,0.47169,0.46664,0.46811,4165823.68006378
2023-07-10 02:00:00,0.46804,0.48006,0.4626,0.47737,57234619.80618842
2023-07-11 02:00:00,0.4772,0.47841,0.47096,0.47564,36197518.49304802
2023-07-12 02:00:00,0.4753,0.47731,0.46468,0.47104,34556100.32204126
2023-07-13 02:00:00,0.47097,0.94799,0.46926,0.81605,151955951.9748999
2023-07-14 02:00:00,0.81546,0.82561,0.66735,0.71908,85053470.6605883
2023-07-15 02:00:00,0.71816,0.73648,0.69262,0.71472,47185630.39066597
2023-07-16 02:00:00,0.71445,0.78977,0.70213,0.74785,41023807.43100258
2023-07-17 02:00:00,0.74759,0.76575,0.71258,0.73747,60416503.64302532
2023-07-18 02:00:00,0.73732,0.78429,0.73143,0.77925,58883001.7125923
2023-07-19 02:00:00,0.77739,0.85449,0.7705,0.81884,49852740.54947002
2023-07-20 02:00:00,0.82048,0.85012,0.77156,0.79358,30032072.09586629
2023-07-21 02:00:00,0.79348,0.79844,0.7601,0.77193,24600241.19995733
2023-07-22 02:00:00,0.77076,0.77964,0.7213,0.73348,25435722.76574293
2023-07-23 02:00:00,0.73244,0.75191,0.71521,0.73795,11995440.32960519
2023-07-24 02:00:00,0.738,0.74254,0.68127,0.70216,39205504.44202092
2023-07-25 02:00:00,0.70211,0.71516,0.674,0.70848,29940874.94098468
2023-07-26 02:00:00,0.7071,0.7314,0.6939,0.71458,24438642.30497988
2023-07-27 02:00:00,0.71569,0.73199,0.70679,0.7139,21306491.539726
2023-07-28 02:00:00,0.71302,0.71861,0.70107,0.71223,22667987.46499892
2023-07-29 02:00:00,0.71136,0.71502,0.70243,0.712,11374345.25805972
2023-07-30 02:00:00,0.71173,0.735,0.68324,0.70456,15312509.82375339
2023-07-31 02:00:00,0.70382,0.72033,0.68538,0.697,26400607.8031859
