datetime,symbol,open,high,low,close,volume
2025-08-01 02:00:00,BITSTAMP:XRPUSD,3.02197,3.0583,2.8928,2.95967,23713742.27695906
2025-08-02 02:00:00,BITSTAMP:XRPUSD,2.95922,3.01883,2.73853,2.76872,18336735.86312597
2025-08-03 02:00:00,BITSTAMP:XRPUSD,2.76966,2.96293,2.72755,2.94893,10955386.13488869
2025-08-04 02:00:00,BITSTAMP:XRPUSD,2.94873,3.09081,2.93243,3.07112,12808657.17352718
2025-08-05 02:00:00,BITSTAMP:XRPUSD,3.07101,3.10648,2.91647,2.96154,11483887.58787377
2025-08-06 02:00:00,BITSTAMP:XRPUSD,2.96107,3.01934,2.90219,2.99103,7864126.90254461
2025-08-07 02:00:00,BITSTAMP:XRPUSD,2.99103,3.33476,2.96494,3.32021,18022704.33211412
2025-08-08 02:00:00,BITSTAMP:XRPUSD,3.3205,3.383,3.20546,3.28622,21229558.55065382
2025-08-09 02:00:00,BITSTAMP:XRPUSD,3.28569,3.34764,3.21,3.22645,11708412.93713364
2025-08-10 02:00:00,BITSTAMP:XRPUSD,3.227,3.27949,3.15322,3.18806,10961325.05582559
2025-08-11 02:00:00,BITSTAMP:XRPUSD,3.18776,3.33264,3.11693,3.12965,15873554.64713237
2025-08-12 02:00:00,BITSTAMP:XRPUSD,3.12861,3.30646,3.10327,3.26761,15306096.78170258
2025-08-13 02:00:00,BITSTAMP:XRPUSD,3.26658,3.33643,3.20286,3.27602,13676748.39212826
2025-08-14 02:00:00,BITSTAMP:XRPUSD,3.27604,3.35289,2.99879,3.08151,25476688.83027926
2025-08-15 02:00:00,BITSTAMP:XRPUSD,3.08028,3.14509,3.0038,3.07987,13860800.67388212
2025-08-16 02:00:00,BITSTAMP:XRPUSD,3.07902,3.15808,3.07443,3.10785,5585971.96423417
2025-08-17 02:00:00,BITSTAMP:XRPUSD,3.10707,3.14831,3.07957,3.08933,6489161.67969058
2025-08-18 02:00:00,BITSTAMP:XRPUSD,3.0887,3.09882,2.94223,3.06248,19182589.1592385
2025-08-19 02:00:00,BITSTAMP:XRPUSD,3.06365,3.08006,2.84782,2.85973,21450504.8575394
2025-08-20 02:00:00,BITSTAMP:XRPUSD,2.86018,2.99,2.81849,2.95125,16423857.8276576
2025-08-21 02:00:00,BITSTAMP:XRPUSD,2.95102,2.95792,2.84191,2.85077,10675016.68891637
2025-08-22 02:00:00,BITSTAMP:XRPUSD,2.8494,3.10476,2.78254,3.07353,17750362.70570742
2025-08-23 02:00:00,BITSTAMP:XRPUSD,3.07208,3.07234,2.96804,3.04759,10866516.22146695
2025-08-24 02:00:00,BITSTAMP:XRPUSD,3.04765,3.1271,2.98478,3.02479,12347844.271895
2025-08-25 02:00:00,BITSTAMP:XRPUSD,3.02548,3.05261,2.82376,2.8588,19536893.89504275
2025-08-26 02:00:00,BITSTAMP:XRPUSD,2.85858,3.08228,2.84633,3.01327,18620656.01115664
2025-08-27 02:00:00,BITSTAMP:XRPUSD,3.01286,3.04582,2.96,2.96941,13517402.5579676
2025-08-28 02:00:00,BITSTAMP:XRPUSD,2.96854,3.02583,2.94261,2.96733,8376623.68457192
2025-08-29 02:00:00,BITSTAMP:XRPUSD,2.96708,2.97624,2.77361,2.81944,25317873.10304581
2025-08-30 02:00:00,BITSTAMP:XRPUSD,2.81955,2.83569,2.76139,2.81865,6818442.23750792
2025-08-31 02:00:00,BITSTAMP:XRPUSD,2.81875,2.86887,2.77137,2.77593,5500459.98849208
