datetime,symbol,open,high,low,close,volume
2024-11-01 01:00:00,BITSTAMP:XRPUSD,0.50892,0.52391,0.50225,0.51277,5261631.05401774
2024-11-02 01:00:00,BITSTAMP:XRPUSD,0.51259,0.51571,0.50625,0.51017,2026305.50068113
2024-11-03 01:00:00,BITSTAMP:XRPUSD,0.51015,0.51086,0.49175,0.50301,2651401.71326887
2024-11-04 01:00:00,BITSTAMP:XRPUSD,0.50283,0.514,0.49566,0.50298,6718909.73608147
2024-11-05 01:00:00,BITSTAMP:XRPUSD,0.50312,0.51844,0.50174,0.51415,4622683.3520033
2024-11-06 01:00:00,BITSTAMP:XRPUSD,0.51422,0.54766,0.51422,0.54237,11018631.71282163
2024-11-07 01:00:00,BITSTAMP:XRPUSD,0.5423,0.57859,0.53857,0.556,6798974.38588354
2024-11-08 01:00:00,BITSTAMP:XRPUSD,0.55604,0.56032,0.54181,0.55394,6704309.50897796
2024-11-09 01:00:00,BITSTAMP:XRPUSD,0.55367,0.56175,0.54406,0.5596,2716221.04610426
2024-11-10 01:00:00,BITSTAMP:XRPUSD,0.55949,0.6186,0.556,0.58971,15988950.23229665
2024-11-11 01:00:00,BITSTAMP:XRPUSD,0.58908,0.634,0.571,0.62158,21337856.43972651
2024-11-12 01:00:00,BITSTAMP:XRPUSD,0.62183,0.74096,0.59795,0.70486,55818175.3617068
2024-11-13 01:00:00,BITSTAMP:XRPUSD,0.70731,0.7493,0.6416,0.69118,27370930.48265025
2024-11-14 01:00:00,BITSTAMP:XRPUSD,0.69066,0.84796,0.6833,0.77324,50256545.44637806
2024-11-15 01:00:00,BITSTAMP:XRPUSD,0.77359,0.92778,0.77094,0.89326,39089903.4372117
2024-11-16 01:00:00,BITSTAMP:XRPUSD,0.89284,1.26541,0.87855,1.12,45836674.52345827
2024-11-17 01:00:00,BITSTAMP:XRPUSD,1.12089,1.16014,1.00363,1.05404,37979875.09785959
2024-11-18 01:00:00,BITSTAMP:XRPUSD,1.05675,1.18639,1.05675,1.11541,35097465.01306811
2024-11-19 01:00:00,BITSTAMP:XRPUSD,1.11468,1.1479,1.06947,1.102,19801443.80054422
2024-11-20 01:00:00,BITSTAMP:XRPUSD,1.10228,1.15135,1.05756,1.10622,16442758.14585203
2024-11-21 01:00:00,BITSTAMP:XRPUSD,1.10308,1.26479,1.07935,1.24781,28965094.16439171
2024-11-22 01:00:00,BITSTAMP:XRPUSD,1.24799,1.50257,1.24783,1.47427,50636828.76324016
2024-11-23 01:00:00,BITSTAMP:XRPUSD,1.4734,1.63339,1.35452,1.4702,34789667.12408272
2024-11-24 01:00:00,BITSTAMP:XRPUSD,1.46988,1.51406,1.27244,1.43354,36252539.40828994
2024-11-25 01:00:00,BITSTAMP:XRPUSD,1.43487,1.54079,1.35722,1.41349,37563759.71868697
2024-11-26 01:00:00,BITSTAMP:XRPUSD,1.41364,1.45808,1.28211,1.39822,58838782.49348241
2024-11-27 01:00:00,BITSTAMP:XRPUSD,1.39752,1.52317,1.35235,1.47173,42955690.05203139
2024-11-28 01:00:00,BITSTAMP:XRPUSD,1.47107,1.54599,1.43146,1.54308,36387527.85294904
2024-11-29 01:00:00,BITSTAMP:XRPUSD,1.54238,1.81546,1.52434,1.8021,68131632.04988547
2024-11-30 01:00:00,BITSTAMP:XRPUSD,1.80161,1.95863,1.76476,1.95359,46616304.02313454
