datetime,symbol,open,high,low,close,volume
2025-05-01 02:00:00,BITSTAMP:XRPUSD,2.19088,2.25663,2.18798,2.21337,4384336.94716607
2025-05-02 02:00:00,BITSTAMP:XRPUSD,2.21335,2.24101,2.1923,2.21053,7550904.9645764
2025-05-03 02:00:00,BITSTAMP:XRPUSD,2.20917,2.22072,2.17756,2.18851,2190981.66364359
2025-05-04 02:00:00,BITSTAMP:XRPUSD,2.18677,2.21891,2.15171,2.15651,2458002.57572548
2025-05-05 02:00:00,BITSTAMP:XRPUSD,2.15594,2.20017,2.1067,2.13035,8036078.86463706
2025-05-06 02:00:00,BITSTAMP:XRPUSD,2.13124,2.15915,2.07752,2.15433,5922966.77874814
2025-05-07 02:00:00,BITSTAMP:XRPUSD,2.15514,2.17162,2.10503,2.12661,6451006.17238167
2025-05-08 02:00:00,BITSTAMP:XRPUSD,2.12799,2.33061,2.11822,2.32692,14903167.34862001
2025-05-09 02:00:00,BITSTAMP:XRPUSD,2.32701,2.42874,2.28643,2.344,10800864.08909083
2025-05-10 02:00:00,BITSTAMP:XRPUSD,2.34401,2.47576,2.33631,2.47144,5239364.7179607
2025-05-11 02:00:00,BITSTAMP:XRPUSD,2.47066,2.4832,2.32811,2.36749,4637677.76910736
2025-05-12 02:00:00,BITSTAMP:XRPUSD,2.366,2.6584,2.35272,2.54533,20161142.23068562
2025-05-13 02:00:00,BITSTAMP:XRPUSD,2.54455,2.60626,2.42192,2.58293,12447522.55751073
2025-05-14 02:00:00,BITSTAMP:XRPUSD,2.58318,2.6501,2.52023,2.55161,8458894.38792706
2025-05-15 02:00:00,BITSTAMP:XRPUSD,2.55098,2.5716,2.35421,2.38591,9403903.79644483
2025-05-16 02:00:00,BITSTAMP:XRPUSD,2.38657,2.44005,2.34728,2.38031,11361639.02867999
2025-05-17 02:00:00,BITSTAMP:XRPUSD,2.38031,2.38977,2.3,2.35438,6432707.29560845
2025-05-18 02:00:00,BITSTAMP:XRPUSD,2.35405,2.44932,2.33381,2.42891,5647592.50841472
2025-05-19 02:00:00,BITSTAMP:XRPUSD,2.42997,2.44064,2.28429,2.38052,9895600.90512012
2025-05-20 02:00:00,BITSTAMP:XRPUSD,2.38121,2.4088,2.31564,2.35746,7163293.8301216
2025-05-21 02:00:00,BITSTAMP:XRPUSD,2.35525,2.42996,2.332,2.39591,7905595.38025125
2025-05-22 02:00:00,BITSTAMP:XRPUSD,2.39645,2.45551,2.38752,2.43126,9430171.07417686
2025-05-23 02:00:00,BITSTAMP:XRPUSD,2.43042,2.47963,2.28504,2.29623,11702440.79185252
2025-05-24 02:00:00,BITSTAMP:XRPUSD,2.29675,2.36004,2.28711,2.33194,2308738.53393205
2025-05-25 02:00:00,BITSTAMP:XRPUSD,2.33127,2.34568,2.26679,2.34397,4631922.59451859
2025-05-26 02:00:00,BITSTAMP:XRPUSD,2.34423,2.35972,2.29681,2.31147,5328543.81833675
2025-05-27 02:00:00,BITSTAMP:XRPUSD,2.31119,2.35487,2.26913,2.31797,5095066.90032321
2025-05-28 02:00:00,BITSTAMP:XRPUSD,2.31694,2.32353,2.22746,2.2751,6976243.91247369
2025-05-29 02:00:00,BITSTAMP:XRPUSD,2.275,2.31316,2.23803,2.24424,7047281.53678146
2025-05-30 02:00:00,BITSTAMP:XRPUSD,2.24375,2.25255,2.13171,2.14091,10770237.91109167
2025-05-31 02:00:00,BITSTAMP:XRPUSD,2.14053,2.20712,2.08073,2.17396,5510634.68832143
