datetime,open,high,low,close,volume
2025-02-01 01:00:00,3.03341,3.07128,2.82759,2.87663,13326502.27286734
2025-02-02 01:00:00,2.88162,2.95443,2.45944,2.57928,21002818.51429446
2025-02-03 01:00:00,2.57901,2.78779,1.76839,2.70475,62205553.4841799
2025-02-04 01:00:00,2.70547,2.79098,2.42161,2.52818,21200508.34171528
2025-02-05 01:00:00,2.5275,2.57142,2.34333,2.3812,20425206.00968255
2025-02-06 01:00:00,2.3812,2.47082,2.27979,2.32738,18462862.86444401
2025-02-07 01:00:00,2.326,2.54224,2.26868,2.39857,24864727.38034547
2025-02-08 01:00:00,2.3933,2.43696,2.35255,2.41987,5521482.34027622
2025-02-09 01:00:00,2.4231,2.50848,2.31095,2.39471,14961409.66850689
2025-02-10 01:00:00,2.39343,2.47368,2.32463,2.42388,8586086.29227328
2025-02-11 01:00:00,2.42607,2.52922,2.3707,2.41252,13717590.27073249
2025-02-12 01:00:00,2.4124,2.49642,2.32646,2.47337,14642000.40224996
2025-02-13 01:00:00,2.47457,2.60588,2.41563,2.5594,14939212.75913388
2025-02-14 01:00:00,2.55925,2.83651,2.53094,2.73894,19994192.61504615
2025-02-15 01:00:00,2.73842,2.83246,2.71251,2.763,8827668.17055129
2025-02-16 01:00:00,2.76262,2.80522,2.6899,2.72832,8685933.61341416
2025-02-17 01:00:00,2.72817,2.76375,2.60644,2.66052,16095563.38407546
2025-02-18 01:00:00,2.65997,2.66927,2.46872,2.56074,25285600.6753838
2025-02-19 01:00:00,2.56163,2.74722,2.512,2.73797,16656948.39926694
2025-02-20 01:00:00,2.7405,2.74788,2.6679,2.68858,8762630.56963307
2025-02-21 01:00:00,2.68857,2.71521,2.50751,2.57,14034658.84590666
2025-02-22 01:00:00,2.57101,2.60889,2.55024,2.574,3946453.60106917
2025-02-23 01:00:00,2.57397,2.60164,2.52056,2.57466,5089121.82692887
2025-02-24 01:00:00,2.57647,2.61073,2.23558,2.27612,36599359.70936398
2025-02-25 01:00:00,2.27542,2.36515,2.06398,2.31901,33864144.16340989
2025-02-26 01:00:00,2.31901,2.32862,2.14575,2.19557,11113936.27854354
2025-02-27 01:00:00,2.19914,2.25496,2.14315,2.1961,9780951.81455568
2025-02-28 01:00:00,2.19681,2.19869,1.94858,2.14488,20552199.45630301
