datetime,symbol,open,high,low,close,volume
2022-03-01 01:00:00,BITSTAMP:XRPUSD,0.78158,0.80384,0.75669,0.78446,35766971.18682433
2022-03-02 01:00:00,BITSTAMP:XRPUSD,0.78293,0.78495,0.75619,0.76885,31292939.8622725
2022-03-03 01:00:00,BITSTAMP:XRPUSD,0.76941,0.78918,0.73384,0.7515,33709464.70479767
2022-03-04 01:00:00,BITSTAMP:XRPUSD,0.75069,0.75403,0.69454,0.71237,31364480.04057939
2022-03-05 01:00:00,BITSTAMP:XRPUSD,0.71238,0.76907,0.70534,0.75404,13719840.63354925
2022-03-06 01:00:00,BITSTAMP:XRPUSD,0.75294,0.75877,0.72112,0.72435,14708877.30668933
2022-03-07 01:00:00,BITSTAMP:XRPUSD,0.7244,0.75423,0.70323,0.72,39714029.12219877
2022-03-08 01:00:00,BITSTAMP:XRPUSD,0.71923,0.73055,0.71264,0.72058,34222573.6745313
2022-03-09 01:00:00,BITSTAMP:XRPUSD,0.71967,0.77528,0.71967,0.76568,33472641.5140718
2022-03-10 01:00:00,BITSTAMP:XRPUSD,0.76572,0.77923,0.722,0.73624,28223487.52038592
2022-03-11 01:00:00,BITSTAMP:XRPUSD,0.73594,0.81412,0.72511,0.80262,44089544.6021219
2022-03-12 01:00:00,BITSTAMP:XRPUSD,0.80342,0.84934,0.77873,0.78575,20074731.49731236
2022-03-13 01:00:00,BITSTAMP:XRPUSD,0.7848,0.80438,0.7515,0.76084,15233322.82636845
2022-03-14 01:00:00,BITSTAMP:XRPUSD,0.75834,0.77816,0.7456,0.77491,31363431.86720022
2022-03-15 01:00:00,BITSTAMP:XRPUSD,0.77426,0.77604,0.7414,0.76588,30551881.91804253
2022-03-16 01:00:00,BITSTAMP:XRPUSD,0.76652,0.79433,0.75763,0.79308,38151130.22285066
2022-03-17 01:00:00,BITSTAMP:XRPUSD,0.7919,0.80139,0.783,0.79434,18971720.10339877
2022-03-18 01:00:00,BITSTAMP:XRPUSD,0.79373,0.80034,0.77623,0.79716,35418026.73622887
2022-03-19 01:00:00,BITSTAMP:XRPUSD,0.79716,0.82674,0.79221,0.81983,14639536.21080795
2022-03-20 01:00:00,BITSTAMP:XRPUSD,0.8193,0.82256,0.79598,0.80484,18862016.3857383
2022-03-21 01:00:00,BITSTAMP:XRPUSD,0.80524,0.8548,0.78786,0.83897,43818445.04102177
2022-03-22 01:00:00,BITSTAMP:XRPUSD,0.83762,0.865,0.82823,0.83692,34253827.8940868
2022-03-23 01:00:00,BITSTAMP:XRPUSD,0.83665,0.84623,0.8175,0.83754,31737367.88056222
2022-03-24 01:00:00,BITSTAMP:XRPUSD,0.83731,0.85,0.82735,0.84254,36186798.98081341
2022-03-25 01:00:00,BITSTAMP:XRPUSD,0.8429,0.84579,0.81923,0.82464,46914878.35503894
2022-03-26 01:00:00,BITSTAMP:XRPUSD,0.82441,0.83493,0.8208,0.83262,11560603.13567051
2022-03-27 01:00:00,BITSTAMP:XRPUSD,0.83243,0.85823,0.82827,0.85764,12185219.04027385
2022-03-28 02:00:00,BITSTAMP:XRPUSD,0.85746,0.91211,0.85348,0.86357,41991057.8073036
2022-03-29 02:00:00,BITSTAMP:XRPUSD,0.86371,0.8853,0.84315,0.85812,27746011.94293041
2022-03-30 02:00:00,BITSTAMP:XRPUSD,0.85765,0.87177,0.84608,0.86063,27419222.15294272
2022-03-31 02:00:00,BITSTAMP:XRPUSD,0.86128,0.8731,0.78016,0.81499,27164250.71483276
