datetime,open,high,low,close,volume
2022-05-01 02:00:00,0.58401,0.61234,0.57601,0.60808,13010459.10479127
2022-05-02 02:00:00,0.60613,0.63094,0.59815,0.61434,47538176.98447456
2022-05-03 02:00:00,0.61575,0.62776,0.59575,0.60454,28635994.43052588
2022-05-04 02:00:00,0.60463,0.65006,0.60463,0.64592,37458148.49552804
2022-05-05 02:00:00,0.64532,0.65701,0.58,0.59843,40380752.81420769
2022-05-06 02:00:00,0.59785,0.61612,0.58707,0.60192,68489253.47586802
2022-05-07 02:00:00,0.60244,0.60415,0.56931,0.58045,7081683.13081135
2022-05-08 02:00:00,0.58026,0.58235,0.55723,0.56609,12115226.54604454
2022-05-09 02:00:00,0.56568,0.57835,0.46842,0.48694,46447279.19626046
2022-05-10 02:00:00,0.49015,0.53612,0.47254,0.51313,43455298.81003826
2022-05-11 02:00:00,0.513,0.52255,0.36444,0.41464,70618111.33272366
2022-05-12 02:00:00,0.41543,0.42771,0.33362,0.38442,104599559.08932516
2022-05-13 02:00:00,0.38467,0.46391,0.38055,0.42153,124228345.66014186
2022-05-14 02:00:00,0.42334,0.43995,0.395,0.42568,26302666.88329782
2022-05-15 02:00:00,0.4228,0.44893,0.41452,0.44757,16791773.02110926
2022-05-16 02:00:00,0.44625,0.44625,0.408,0.42105,54639881.40911353
2022-05-17 02:00:00,0.42283,0.43964,0.4167,0.43704,56113374.15328285
2022-05-18 02:00:00,0.4392,0.44175,0.40308,0.40437,49297520.25910294
2022-05-19 02:00:00,0.40657,0.42342,0.39,0.4201,48071087.79743326
2022-05-20 02:00:00,0.41917,0.44,0.40071,0.41037,87839845.28511585
2022-05-21 02:00:00,0.40991,0.41729,0.40322,0.41393,9866474.78179265
2022-05-22 02:00:00,0.41406,0.42451,0.40948,0.42133,14860138.72208781
2022-05-23 02:00:00,0.4208,0.42805,0.4,0.40408,48188365.79938374
2022-05-24 02:00:00,0.40407,0.41308,0.39032,0.408,56630159.15535786
2022-05-25 02:00:00,0.40813,0.41243,0.39409,0.40519,52623081.67584654
2022-05-26 02:00:00,0.40628,0.41037,0.37501,0.3918,62303296.6685753
2022-05-27 02:00:00,0.39259,0.40221,0.37553,0.38121,107592873.50473961
2022-05-28 02:00:00,0.38166,0.38812,0.38,0.38592,16521040.70534056
2022-05-29 02:00:00,0.38628,0.38979,0.37936,0.3885,16577742.40324329
2022-05-30 02:00:00,0.38886,0.41947,0.38657,0.41827,57969691.50914562
2022-05-31 02:00:00,0.41785,0.43282,0.40605,0.42075,53856966.12477772
