datetime,symbol,open,high,low,close,volume
2022-04-01 02:00:00,BITSTAMP:XRPUSD,0.81623,0.83415,0.80665,0.82769,48831998.49506088
2022-04-02 02:00:00,BITSTAMP:XRPUSD,0.82722,0.85,0.81972,0.82427,6628307.39024431
2022-04-03 02:00:00,BITSTAMP:XRPUSD,0.8244,0.85253,0.815,0.84272,7798675.51534527
2022-04-04 02:00:00,BITSTAMP:XRPUSD,0.8418,0.8418,0.805,0.82636,32826783.81721377
2022-04-05 02:00:00,BITSTAMP:XRPUSD,0.82637,0.83623,0.815,0.81743,36205671.86865722
2022-04-06 02:00:00,BITSTAMP:XRPUSD,0.81743,0.81873,0.75674,0.76028,30802270.04537709
2022-04-07 02:00:00,BITSTAMP:XRPUSD,0.76414,0.79023,0.75283,0.78782,32450312.52535066
2022-04-08 02:00:00,BITSTAMP:XRPUSD,0.78756,0.79361,0.74723,0.75489,54017748.87190657
2022-04-09 02:00:00,BITSTAMP:XRPUSD,0.75564,0.76644,0.7537,0.76187,8379963.85973849
2022-04-10 02:00:00,BITSTAMP:XRPUSD,0.76149,0.77328,0.75321,0.75478,11675144.75610839
2022-04-11 02:00:00,BITSTAMP:XRPUSD,0.75396,0.75527,0.68086,0.69492,54111209.58161782
2022-04-12 02:00:00,BITSTAMP:XRPUSD,0.69515,0.72623,0.69137,0.71523,53913911.66345384
2022-04-13 02:00:00,BITSTAMP:XRPUSD,0.71513,0.725,0.70174,0.72368,48841533.55542054
2022-04-14 02:00:00,BITSTAMP:XRPUSD,0.72282,0.74116,0.70852,0.726,17204337.84419001
2022-04-15 02:00:00,BITSTAMP:XRPUSD,0.72655,0.79723,0.7265,0.78472,18086915.33738
2022-04-16 02:00:00,BITSTAMP:XRPUSD,0.78627,0.79923,0.76682,0.78068,12136114.40614994
2022-04-17 02:00:00,BITSTAMP:XRPUSD,0.78198,0.78597,0.74823,0.75248,10306078.54669544
2022-04-18 02:00:00,BITSTAMP:XRPUSD,0.75205,0.77022,0.72818,0.77022,31488700.61419018
2022-04-19 02:00:00,BITSTAMP:XRPUSD,0.76949,0.78223,0.75874,0.77519,28891778.7594376
2022-04-20 02:00:00,BITSTAMP:XRPUSD,0.77433,0.77521,0.7422,0.75211,28790483.50692228
2022-04-21 02:00:00,BITSTAMP:XRPUSD,0.7514,0.76823,0.71823,0.73257,32465014.19428638
2022-04-22 02:00:00,BITSTAMP:XRPUSD,0.73256,0.73846,0.71408,0.71766,27707316.54541919
2022-04-23 02:00:00,BITSTAMP:XRPUSD,0.71826,0.72677,0.70265,0.7056,9026599.38752666
2022-04-24 02:00:00,BITSTAMP:XRPUSD,0.70591,0.71195,0.695,0.69795,10552043.16215084
2022-04-25 02:00:00,BITSTAMP:XRPUSD,0.69832,0.69939,0.64567,0.69331,45861029.50758446
2022-04-26 02:00:00,BITSTAMP:XRPUSD,0.69338,0.70613,0.62788,0.6423,43500227.49306736
2022-04-27 02:00:00,BITSTAMP:XRPUSD,0.64229,0.66275,0.63643,0.65193,35472828.81490128
2022-04-28 02:00:00,BITSTAMP:XRPUSD,0.65225,0.65701,0.63279,0.64296,35863928.94792927
2022-04-29 02:00:00,BITSTAMP:XRPUSD,0.64294,0.64679,0.5995,0.61149,55607221.57978159
2022-04-30 02:00:00,BITSTAMP:XRPUSD,0.61225,0.62859,0.56646,0.58509,15209027.75306961
