datetime,symbol,open,high,low,close,volume
2024-08-01 02:00:00,BITSTAMP:XRPUSD,0.62294,0.63,0.568,0.59549,24390148.25601614
2024-08-02 02:00:00,BITSTAMP:XRPUSD,0.59622,0.59641,0.546,0.5603,14837101.53143095
2024-08-03 02:00:00,BITSTAMP:XRPUSD,0.56,0.577,0.54043,0.556,7553927.39589932
2024-08-04 02:00:00,BITSTAMP:XRPUSD,0.55499,0.5587,0.5137,0.52276,10982116.97137752
2024-08-05 02:00:00,BITSTAMP:XRPUSD,0.522,0.52553,0.43128,0.48866,36641812.02336014
2024-08-06 02:00:00,BITSTAMP:XRPUSD,0.48819,0.51999,0.48807,0.50614,16562209.04478458
2024-08-07 02:00:00,BITSTAMP:XRPUSD,0.50608,0.64304,0.49297,0.6,31981053.1681674
2024-08-08 02:00:00,BITSTAMP:XRPUSD,0.6008,0.642,0.57888,0.61697,25742071.17813983
2024-08-09 02:00:00,BITSTAMP:XRPUSD,0.61746,0.62436,0.568,0.58077,16586591.65057418
2024-08-10 02:00:00,BITSTAMP:XRPUSD,0.58013,0.60214,0.57837,0.58505,5324923.05731488
2024-08-11 02:00:00,BITSTAMP:XRPUSD,0.58392,0.59328,0.54555,0.55268,8522378.78004278
2024-08-12 02:00:00,BITSTAMP:XRPUSD,0.5524,0.5792,0.55056,0.56894,11244717.93539591
2024-08-13 02:00:00,BITSTAMP:XRPUSD,0.568,0.58345,0.56278,0.57659,10236368.41446791
2024-08-14 02:00:00,BITSTAMP:XRPUSD,0.57714,0.58319,0.56471,0.56877,10496369.44713233
2024-08-15 02:00:00,BITSTAMP:XRPUSD,0.5688,0.57425,0.55107,0.56059,10290227.68605551
2024-08-16 02:00:00,BITSTAMP:XRPUSD,0.56026,0.5707,0.55354,0.56447,10736522.23261508
2024-08-17 02:00:00,BITSTAMP:XRPUSD,0.56368,0.571,0.56134,0.56667,4789510.34445888
2024-08-18 02:00:00,BITSTAMP:XRPUSD,0.56656,0.58423,0.5626,0.56315,6209634.36879322
2024-08-19 02:00:00,BITSTAMP:XRPUSD,0.563,0.60914,0.561,0.5986,16217971.92884065
2024-08-20 02:00:00,BITSTAMP:XRPUSD,0.59855,0.615,0.58774,0.59396,18199980.10397406
2024-08-21 02:00:00,BITSTAMP:XRPUSD,0.59368,0.60569,0.5854,0.60027,12276943.80423984
2024-08-22 02:00:00,BITSTAMP:XRPUSD,0.60029,0.60529,0.59245,0.59746,6531681.17812629
2024-08-23 02:00:00,BITSTAMP:XRPUSD,0.59775,0.61638,0.59127,0.61129,15317653.95854051
2024-08-24 02:00:00,BITSTAMP:XRPUSD,0.61115,0.631,0.60493,0.61283,7278122.47042791
2024-08-25 02:00:00,BITSTAMP:XRPUSD,0.61278,0.614,0.5959,0.60024,5273695.24873043
2024-08-26 02:00:00,BITSTAMP:XRPUSD,0.60014,0.60196,0.579,0.58693,8534425.87746452
2024-08-27 02:00:00,BITSTAMP:XRPUSD,0.58741,0.6002,0.55354,0.56733,10571526.85294772
2024-08-28 02:00:00,BITSTAMP:XRPUSD,0.566,0.5844,0.556,0.5694,12820892.00593733
2024-08-29 02:00:00,BITSTAMP:XRPUSD,0.56889,0.57675,0.55777,0.56213,6295532.33282473
2024-08-30 02:00:00,BITSTAMP:XRPUSD,0.56154,0.5674,0.54578,0.56659,9252568.05422527
2024-08-31 02:00:00,BITSTAMP:XRPUSD,0.5664,0.57199,0.56265,0.56628,3738245.56817101
