datetime,open,high,low,close,volume
2023-01-01 01:00:00,0.33854,0.33991,0.3351,0.33839,9144698.99326773
2023-01-02 01:00:00,0.33881,0.35504,0.3,0.34832,82759255.73392273
2023-01-03 01:00:00,0.34812,0.35202,0.34074,0.34358,119153674.46722762
2023-01-04 01:00:00,0.34365,0.35226,0.34202,0.34794,66188069.27853094
2023-01-05 01:00:00,0.34719,0.34864,0.334,0.33789,51478613.48832165
2023-01-06 01:00:00,0.33805,0.346,0.33106,0.34435,59143664.58330114
2023-01-07 01:00:00,0.34432,0.34556,0.34139,0.34449,4178470.5535162
2023-01-08 01:00:00,0.34446,0.34684,0.33663,0.34451,10949920.1955802
2023-01-09 01:00:00,0.34503,0.3575,0.34338,0.34924,144927850.24071798
2023-01-10 01:00:00,0.34891,0.35413,0.34315,0.35124,99992440.58725494
2023-01-11 01:00:00,0.35061,0.37804,0.34777,0.37284,77290163.32013878
2023-01-12 01:00:00,0.37299,0.3811,0.35855,0.37477,57018010.61513232
2023-01-13 01:00:00,0.37466,0.38683,0.36854,0.38622,55237019.36021022
2023-01-14 01:00:00,0.38595,0.4086,0.37682,0.39479,21079586.5852683
2023-01-15 01:00:00,0.39563,0.39659,0.37988,0.38483,9561616.18051924
2023-01-16 01:00:00,0.38466,0.40642,0.37734,0.38627,114247659.68603075
2023-01-17 01:00:00,0.38549,0.39873,0.37913,0.38702,76248559.39728905
2023-01-18 01:00:00,0.38726,0.39617,0.36792,0.37897,63847401.1571621
2023-01-19 01:00:00,0.37862,0.3959,0.37647,0.39299,55333955.4200873
2023-01-20 01:00:00,0.39325,0.41404,0.386,0.41307,50597401.64396736
2023-01-21 01:00:00,0.41262,0.4164,0.39745,0.40336,17823844.7990977
2023-01-22 01:00:00,0.40293,0.41206,0.39665,0.4012,10982586.67387773
2023-01-23 01:00:00,0.40048,0.43285,0.39969,0.42343,119382250.29698452
2023-01-24 01:00:00,0.42365,0.43119,0.40304,0.40785,60917930.72227463
2023-01-25 01:00:00,0.40762,0.42434,0.39743,0.41704,35894435.07418012
2023-01-26 01:00:00,0.41744,0.41792,0.40549,0.4095,32613912.26920761
2023-01-27 01:00:00,0.40913,0.4136,0.39904,0.41291,27988114.72719146
2023-01-28 01:00:00,0.41276,0.4167,0.40576,0.40809,6016330.53176961
2023-01-29 01:00:00,0.40764,0.41737,0.40672,0.41317,8921945.47990208
2023-01-30 01:00:00,0.41318,0.42212,0.38593,0.39318,106140505.31672986
2023-01-31 01:00:00,0.39325,0.41129,0.38784,0.40575,68677228.84172209
